risk_bonus,threshold,accuracy,precision_spam,recall_spam,f1_spam,macro_f1,weighted_f1,balanced_accuracy,false_positive_rate,true_negative,false_positive,false_negative,true_positive,roc_auc,pr_auc,recall_at_precision_90,recall_at_precision_95,split
0.1,0.75,0.9864285714285714,0.9841269841269841,0.8794326241134752,0.9288389513108615,0.9606689821694457,0.986087535383658,0.9389220308812014,0.0015885623510722795,2514.0,4.0,34.0,248.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,0.8,0.9853571428571428,0.9839357429718876,0.8687943262411347,0.9227871939736346,0.9573494068112403,0.9849498024915567,0.9336028819450313,0.0015885623510722795,2514.0,4.0,37.0,245.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,0.85,0.9839285714285714,0.9876543209876543,0.851063829787234,0.9142857142857143,0.9527093596059113,0.9833933849401829,0.9249362040119649,0.0011914217633042098,2515.0,3.0,42.0,240.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,0.9,0.9810714285714286,0.9872340425531915,0.8226950354609929,0.8974854932301741,0.9435292899949808,0.980298550554305,0.9107518068488443,0.0011914217633042098,2515.0,3.0,50.0,232.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,0.95,0.9807142857142858,0.9956521739130435,0.8120567375886525,0.89453125,0.9419590212264151,0.9798334842486524,0.9058297985004422,0.0003971405877680699,2517.0,1.0,53.0,229.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,1.0,0.9785714285714285,0.9955357142857143,0.7907801418439716,0.8814229249011858,0.9348221809429369,0.9774653011248495,0.8951915006281017,0.0003971405877680699,2517.0,1.0,59.0,223.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,1.05,0.9764285714285714,0.9954128440366973,0.7695035460992907,0.868,0.9275294117647059,0.9750678991596639,0.8845532027557613,0.0003971405877680699,2517.0,1.0,65.0,217.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,1.1,0.9721428571428572,0.9951456310679612,0.7269503546099291,0.8401639344262295,0.9124528592318941,0.9701807291838461,0.8632766070110804,0.0003971405877680699,2517.0,1.0,77.0,205.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,1.15,0.9696428571428571,0.9949748743718593,0.7021276595744681,0.8232848232848233,0.9033400088293622,0.9672697927142154,0.85086525949335,0.0003971405877680699,2517.0,1.0,84.0,198.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.1,1.2,0.9682142857142857,1.0,0.6843971631205674,0.8126315789473684,0.8976328626444159,0.9655124591967725,0.8421985815602837,0.0,2518.0,0.0,89.0,193.0,0.9954371081405371,0.9862256399134149,0.9822695035460993,0.9645390070921985,validation
0.15,-0.2,0.9689285714285715,0.7700831024930748,0.9858156028368794,0.864696734059098,0.9235728979958593,0.9705897203396442,0.9764264670260647,0.0329626687847498,2435.0,83.0,4.0,278.0,0.9954314749407106,0.9862080226586072,0.9822695035460993,0.9645390070921985,validation
0.15,-0.15,0.9732142857142857,0.7965616045845272,0.9858156028368794,0.8811410459587956,0.9330237328807864,0.9744557642942048,0.9788093105526732,0.028196981731532962,2447.0,71.0,4.0,278.0,0.9954314749407106,0.9862080226586072,0.9822695035460993,0.9645390070921985,validation
0.15,-0.1,0.9771428571428571,0.8224852071005917,0.9858156028368794,0.896774193548387,0.9419613939629485,0.9780466011511484,0.9809935837853976,0.023828435266084195,2458.0,60.0,4.0,278.0,0.9954314749407106,0.9862080226586072,0.9822695035460993,0.9645390070921985,validation
