protocol_id,dataset,model_version,training_scope,precision,recall,threshold
A,main_holdout,v8_semantic_main,main_only,0.19077700568540745,1.0,0.01106080259996939
A,main_holdout,v8_semantic_main,main_only,0.19138149556400508,1.0,0.011115059465752284
A,main_holdout,v8_semantic_main,main_only,0.19198982835346473,1.0,0.011201480646045479
A,main_holdout,v8_semantic_main,main_only,0.19260204081632654,1.0,0.011273989658925855
A,main_holdout,v8_semantic_main,main_only,0.19321817018554063,1.0,0.011358536037159606
A,main_holdout,v8_semantic_main,main_only,0.19383825417201542,1.0,0.011460301811493068
A,main_holdout,v8_semantic_main,main_only,0.19446233097231166,1.0,0.011519929429635312
A,main_holdout,v8_semantic_main,main_only,0.19509043927648578,1.0,0.011587128955054524
A,main_holdout,v8_semantic_main,main_only,0.19572261827608556,1.0,0.01177378997545428
A,main_holdout,v8_semantic_main,main_only,0.19635890767230169,1.0,0.011916708758129078
A,main_holdout,v8_semantic_main,main_only,0.19699934768427918,1.0,0.011995742016059638
A,main_holdout,v8_semantic_main,main_only,0.19764397905759162,1.0,0.0120779713038174
A,main_holdout,v8_semantic_main,main_only,0.19829284307288247,1.0,0.012152321215724139
A,main_holdout,v8_semantic_main,main_only,0.19894598155467721,1.0,0.012211657015659188
A,main_holdout,v8_semantic_main,main_only,0.19960343688037013,1.0,0.012391107636856472
A,main_holdout,v8_semantic_main,main_only,0.2002652519893899,1.0,0.012481957145456447
A,main_holdout,v8_semantic_main,main_only,0.20093147039254824,1.0,0.012663691736159326
A,main_holdout,v8_semantic_main,main_only,0.201669449081803,1.0,0.012763705804049365
A,main_holdout,v8_semantic_main,main_only,0.20234505862646565,1.0,0.01285073626291973
A,main_holdout,v8_semantic_main,main_only,0.20302521008403362,1.0,0.012949827746343272
A,main_holdout,v8_semantic_main,main_only,0.20370994940978077,1.0,0.013043336801109088
A,main_holdout,v8_semantic_main,main_only,0.20439932318104906,1.0,0.013169020206901784
A,main_holdout,v8_semantic_main,main_only,0.20509337860780985,1.0,0.013236260636572834
A,main_holdout,v8_semantic_main,main_only,0.20579216354344124,1.0,0.013327848793011693
A,main_holdout,v8_semantic_main,main_only,0.2064957264957265,1.0,0.013422275858005971
A,main_holdout,v8_semantic_main,main_only,0.2072041166380789,1.0,0.013539860584758489
A,main_holdout,v8_semantic_main,main_only,0.20791738382099828,1.0,0.013604065738462854
A,main_holdout,v8_semantic_main,main_only,0.2086355785837651,1.0,0.01372266461828246
A,main_holdout,v8_semantic_main,main_only,0.2093587521663778,1.0,0.013795784568280282
A,main_holdout,v8_semantic_main,main_only,0.21008695652173914,1.0,0.013950226745288183
A,main_holdout,v8_semantic_main,main_only,0.21082024432809773,1.0,0.014109983655219446
A,main_holdout,v8_semantic_main,main_only,0.21155866900175133,1.0,0.014288147144871666
A,main_holdout,v8_semantic_main,main_only,0.21230228471001758,1.0,0.014370184732429014
A,main_holdout,v8_semantic_main,main_only,0.21305114638447972,1.0,0.014517603443326836
A,main_holdout,v8_semantic_main,main_only,0.21380530973451328,1.0,0.014667003235343397
A,main_holdout,v8_semantic_main,main_only,0.21456483126110124,1.0,0.014744712879623131
